Day,State ID,State,Lat,Long_,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate,Resident Population 2020 Census,Population Density 2020 Census,Density Rank 2020 Census,SexRatio,Confirmed,Deaths,Recovered
6,21,Maryland,39.0639,-76.8021,277381,4844.847890999999,5932780,2.093518696,98132.55085,"6,177,224",636.1,7,94,True,True,True
6,22,Massachusetts,42.2302,-71.5301,129545,5862.209997999999,11308785,3.1768109630000003,164073.7044,"7,029,917",901.2,5,94,True,True,False
6,23,Michigan,43.3266,-84.5361,174220,5522.2378770000005,8364930,2.478159486,83759.38496,"10,077,331",178,20,97,True,True,False
6,24,Minnesota,45.6945,-93.9002,15081,7581.824487999999,5519178,1.308739508,97864.15142000001,"5,706,494",71.7,32,99,True,True,True
6,25,Mississippi,32.7416,-89.6787,41119,7668.802872,1411813,2.196420356,47437.57789,"2,961,279",63.1,34,94,True,True,False
6,26,Missouri,38.4561,-92.2884,413185,6829.7013019999995,3724603,1.427351325,60686.70785,"6,154,913",89.5,30,96,True,True,False
6,27,Montana,46.9219,-110.4544,4931,7865.057103,817142,1.207470854,76455.72794,"1,084,225",7.4,50,101,True,True,True
6,28,Nebraska,41.1254,-98.2681,56517,8915.85436,1795682,0.987423827,92828.5036,"1,961,504",25.5,45,100,True,True,False
6,29,Nevada,38.3135,-117.0554,234098,7707.174572,2162129,1.387993749,70195.43815,"3,104,614",28.3,44,101,True,True,False
6,30,New Hampshire,43.4525,-71.5639,6785,3591.792668,1068111,1.670830091,78554.26631,"1,377,529",153.8,23,98,True,True,True
6,31,New Jersey,40.2989,-74.521,427236,5681.560516,8113523,3.868644815,91345.97436000001,"9,288,994","1,263.00",2,95,True,True,True
6,32,New Mexico,34.8405,-106.2485,75254,7152.896111,2032578,1.760854491,96935.80163,"2,117,522",17.5,47,98,True,True,True
6,33,New York,42.1657,-74.9481,920006,5470.96236,26333682,3.6561223039999997,135366.8976,"20,201,249",428.7,9,94,True,True,False
6,34,North Carolina,35.6301,-79.8064,88182,5552.472692,7243218,1.215081017,69061.4034,"10,439,388",214.7,17,95,True,True,False
6,35,North Dakota,47.5289,-99.78399999999999,1987,12312.90892,1262673,1.421689829,165691.6366,"779,094",11.3,49,105,True,True,True
6,36,Ohio,40.3888,-82.7649,127975,6354.7835159999995,7908645,1.261145073,67658.28848999999,"11,799,448",288.8,12,96,True,True,True
6,37,Oklahoma,35.5653,-96.9289,34283,7874.027886,2758923,0.845066806,69723.10386,"3,959,353",57.7,37,98,True,True,True
6,38,Oregon,44.571999999999996,-122.0709,112795,2850.414808,2741116,1.295925073,64990.206829999996,"4,237,256",44.1,41,98,True,True,False
6,39,Pennsylvania,40.5908,-77.2098,186277,5377.273797,7853300,2.457154146,31325.95255,"13,002,700",290.6,11,96,True,True,True
6,40,Rhode Island,41.6809,-71.5118,87830,9011.375726,2079925,1.979824644,196337.6979,"1,097,379","1,061.40",3,95,True,True,True
6,41,South Carolina,33.8569,-80.945,169380,6472.198689,3326876,1.675094153,64615.66907999999,"5,118,425",170.2,21,94,True,True,True
6,42,South Dakota,44.2998,-99.4388,6387,11494.14633,379041,1.4938436730000002,42846.00055,"886,667",11.7,48,102,True,True,True
6,45,Utah,40.15,-111.8624,52187,9130.50015,2312383,0.454359115,72127.67603,"3,271,616",39.7,42,101,True,True,True
6,46,Vermont,44.0459,-72.7107,2460,1307.394842,722745,1.863201765,115826.561,"643,077",69.8,33,97,True,True,True
6,47,Virginia,37.7693,-78.17,339973,4420.352178,4428211,1.385104691,51879.80953,"8,631,393",218.6,16,97,True,True,True
6,49,West Virginia,38.4912,-80.9545,27626,5282.93717,1588859,1.56424935,88656.73407,"1,793,716",74.6,31,98,True,True,True
6,50,Wisconsin,44.2685,-89.6165,68835,9205.754844,5478167,1.013994429,94087.23225,"5,893,718",108.8,27,99,True,True,True
6,51,Wyoming,42.756,-107.3025,1784,7929.034365,517839,1.011113532,89474.02978,"576,851",5.9,51,104,True,False,True
7,1,Alabama,32.3182,-86.9023,172466,7938.309487,1932031,1.305140919,39403.59175,"5,024,279",99.2,29,94,True,True,False
7,2,Alaska,61.3707,-152.4044,41840,6729.319454,1326542,0.452994231,181334.2993,"733,391",1.3,52,109,True,True,False
7,3,Arizona,33.7298,-111.4312,492697,8031.539075,5416054,1.666287485,41076.08525,"7,151,502",62.9,35,99,True,True,True
7,4,Arkansas,34.9697,-92.3731,26010,8148.839355,2129230,1.596480099,70555.60931,"3,011,524",57.9,36,96,True,True,True
7,5,California,36.1162,-119.6816,2547789,6520.400029,34760355,1.10877577,87973.67589,"39,538,223",253.7,13,99,True,True,False
7,6,Colorado,39.0598,-105.3111,329046,6128.480278,4649434,1.4456411169999999,80737.05758,"5,773,714",55.7,39,101,True,True,True
7,7,Connecticut,41.5978,-72.7554,186671,5687.003599000001,4581696,3.100740785,128508.4763,"3,605,944",744.7,6,95,True,True,False
7,8,Delaware,39.3185,-75.5071,43149,6464.502693,1029436,1.50756962,105717.1964,"989,948",508,8,94,True,True,False
7,9,District of Columbia,38.8974,-77.0268,8282,4357.0731240000005,937035,2.627642276,132771.7078,"689,545","11,280.00",1,96,True,True,True
7,10,Florida,27.7663,-81.6868,1407241,6656.762768,16451278,1.5724035859999999,76596.88728,"21,538,187",401.4,10,96,True,True,False
7,11,Georgia,33.0406,-83.6431,712400,6815.495625,5569613,1.5518980690000002,52457.2959,"10,711,908",185.6,19,95,True,True,False
7,12,Hawaii,21.0943,-157.4983,10640,1617.165959,849892,1.305847928,60026.04755,"1,455,271",226.6,15,101,True,False,False
7,13,Idaho,44.2405,-114.4788,82559,8235.458698999999,554296,1.0307597179999999,31017.11465,"1,839,106",22.3,46,101,True,True,True
7,15,Indiana,39.8494,-86.2583,177589,8117.665215999999,5950922,1.6144585809999998,88394.65857999999,"6,785,528",189.4,18,97,True,True,True
7,17,Kansas,38.5266,-96.7265,230606,8182.125236,1037519,1.266932639,35613.01665,"2,937,880",35.9,43,99,True,True,False
7,18,Kentucky,37.6681,-84.6701,250413,6523.0602149999995,3268056,0.975537781,73148.95249,"4,505,836",114.1,25,97,True,True,True
7,19,Louisiana,31.1695,-91.8678,49953,7271.864487999999,4369449,2.28602531,93991.02219,"4,657,757",107.8,28,96,True,True,False
7,20,Maine,44.6939,-69.3819,15582,2055.107379,1162204,1.3936651580000001,86459.87389,"1,362,359",44.2,40,96,True,True,True
7,21,Maryland,39.0639,-76.8021,280297,4893.973879,5972432,2.086361086,98788.42413,"6,177,224",636.1,7,94,True,True,True
7,22,Massachusetts,42.2302,-71.5301,105170,5971.720288,11417197,3.136289756,165646.6018,"7,029,917",901.2,5,94,True,True,True
7,23,Michigan,43.3266,-84.5361,178263,5564.783795,8410027,2.496279782,84210.94845,"10,077,331",178,20,97,True,True,False
7,24,Minnesota,45.6945,-93.9002,15420,7616.986356999999,5553851,1.312940848,98478.96104,"5,706,494",71.7,32,99,True,True,True
7,25,Mississippi,32.7416,-89.6787,41119,7668.802872,1411813,2.196420356,47437.57789,"2,961,279",63.1,34,94,False,False,False
7,26,Missouri,38.4561,-92.2884,417854,6906.93235,3747390,1.428140068,61057.987160000004,"6,154,913",89.5,30,96,True,True,False
7,27,Montana,46.9219,-110.4544,4916,7929.616815,823279,1.224778761,77029.93512000001,"1,084,225",7.4,50,101,True,True,True
7,28,Nebraska,41.1254,-98.2681,55485,8973.856601000001,1813522,1.043256851,93750.74957999999,"1,961,504",25.5,45,100,True,True,True
7,29,Nevada,38.3135,-117.0554,237457,7817.655989,2180031,1.3866509409999999,70776.64248,"3,104,614",28.3,44,101,True,True,False
7,30,New Hampshire,43.4525,-71.5639,6630,3622.9022200000004,1075687,1.678812854,79111.44352999999,"1,377,529",153.8,23,98,True,True,True
7,31,New Jersey,40.2989,-74.521,432858,5751.273053,8121062,3.845830095,91430.85208,"9,288,994","1,263.00",2,95,True,True,True
7,32,New Mexico,34.8405,-106.2485,74904,7240.409208,2048336,1.7652599480000002,97687.31737,"2,117,522",17.5,47,98,True,True,True
7,33,New York,42.1657,-74.9481,935524,5561.372543,26572232,3.6157262560000003,136593.1512,"20,201,249",428.7,9,94,True,True,True
7,34,North Carolina,35.6301,-79.8064,98443,5651.613774,7314642,1.216878731,69742.40481,"10,439,388",214.7,17,95,True,True,False
7,35,North Dakota,47.5289,-99.78399999999999,2089,12355.42515,1268083,1.424232125,166401.5526,"779,094",11.3,49,105,True,True,True
7,36,Ohio,40.3888,-82.7649,130188,6442.4806020000005,7963321,1.25646024,68126.0405,"11,799,448",288.8,12,96,True,True,True
7,37,Oklahoma,35.5653,-96.9289,34854,7969.580773000001,2778295,0.8473017620000001,70212.67025,"3,959,353",57.7,37,98,True,True,True
7,38,Oregon,44.571999999999996,-122.0709,113647,2870.852308,2762331,1.294958087,65493.201689999994,"4,237,256",44.1,41,98,True,True,False
7,39,Pennsylvania,40.5908,-77.2098,181810,5452.316824,7904802,2.460297562,31485.75585,"13,002,700",290.6,11,96,True,True,True
7,40,Rhode Island,41.6809,-71.5118,88887,9117.855009,2099745,1.9774099040000002,198208.6371,"1,097,379","1,061.40",3,95,True,True,True
7,41,South Carolina,33.8569,-80.945,172751,6566.921371,3356854,1.6742972740000002,65197.91156,"5,118,425",170.2,21,94,True,True,True
7,42,South Dakota,44.2998,-99.4388,6075,11544.78731,380234,1.5117690830000001,42980.85477,"886,667",11.7,48,102,True,True,True
7,45,Utah,40.15,-111.8624,53597,9273.889427,2332387,0.45708788899999997,72751.63928999999,"3,271,616",39.7,42,101,True,True,True
7,46,Vermont,44.0459,-72.7107,2591,1346.658355,731627,1.8445793169999998,117249.9836,"643,077",69.8,33,97,True,True,True
7,47,Virginia,37.7693,-78.17,345036,4483.371193,4463768,1.3784398930000001,52296.38643,"8,631,393",218.6,16,97,True,True,True
7,49,West Virginia,38.4912,-80.9545,27603,5356.815038000001,1606517,1.581217058,89642.03271,"1,793,716",74.6,31,98,True,True,True
7,50,Wisconsin,44.2685,-89.6165,70588,9283.196684,5517819,1.013306001,94768.25327999999,"5,893,718",108.8,27,99,True,True,True
7,51,Wyoming,42.756,-107.3025,1730,7977.068175,522688,1.059175186,90311.85692,"576,851",5.9,51,104,True,True,True
8,1,Alabama,32.3182,-86.9023,177412,8041.446529000001,1944233,1.316553678,39652.4504,"5,024,279",99.2,29,94,True,True,False
8,2,Alaska,61.3707,-152.4044,42251,6785.5019170000005,1337749,0.449243538,182866.2625,"733,391",1.3,52,109,True,False,False
8,3,Arizona,33.7298,-111.4312,503218,8191.704664,5482297,1.6667477290000001,41451.72837,"7,151,502",62.9,35,99,True,True,True
8,4,Arkansas,34.9697,-92.3731,27316,8246.393735,2142739,1.5936671219999998,71003.2527,"3,011,524",57.9,36,96,True,True,True
8,5,California,36.1162,-119.6816,2590723,6630.426742000001,35027330,1.110988542,88649.35289,"39,538,223",253.7,13,99,True,True,False
8,6,Colorado,39.0598,-105.3111,332081,6183.8222829999995,4692994,1.4428126140000002,81493.47357,"5,773,714",55.7,39,101,True,True,True
8,7,Connecticut,41.5978,-72.7554,189870,5777.76768,4619970,3.06999233,129581.9944,"3,605,944",744.7,6,95,True,True,False
8,8,Delaware,39.3185,-75.5071,43695,6521.3953280000005,1039419,1.5070154169999999,106742.3934,"989,948",508,8,94,True,True,False
8,9,District of Columbia,38.8974,-77.0268,8447,4407.657679999999,943818,2.600700807,133732.8144,"689,545","11,280.00",1,96,True,True,True
8,10,Florida,27.7663,-81.6868,1426586,6747.694136,16592877,1.563979211,77256.16996,"21,538,187",401.4,10,96,True,True,False
8,11,Georgia,33.0406,-83.6431,725612,6940.723752,5583994,1.535296624,52592.74308,"10,711,908",185.6,19,95,True,True,False
8,12,Hawaii,21.0943,-157.4983,10919,1637.153641,856526,1.307161346,60494.59273,"1,455,271",226.6,15,101,True,True,False
8,13,Idaho,44.2405,-114.4788,82957,8296.172775,557144,1.027263284,31176.48211,"1,839,106",22.3,46,101,True,True,True
8,15,Indiana,39.8494,-86.2583,181244,8208.200001000001,6005403,1.609137993,89203.91627,"6,785,528",189.4,18,97,True,True,True
8,17,Kansas,38.5266,-96.7265,235669,8363.259161,1051207,1.289154846,36082.85959,"2,937,880",35.9,43,99,True,True,True
8,18,Kentucky,37.6681,-84.6701,254865,6629.088565999999,3300295,0.964324062,73870.55857000001,"4,505,836",114.1,25,97,True,True,True
8,19,Louisiana,31.1695,-91.8678,53225,7344.506984000001,4399258,2.2941677819999997,94632.24225,"4,657,757",107.8,28,96,True,True,False
8,20,Maine,44.6939,-69.3819,16291,2113.2827260000004,1172721,1.499630373,87242.26536,"1,362,359",44.2,40,96,True,True,True
8,21,Maryland,39.0639,-76.8021,283971,4955.7039079999995,6029482,2.074724805,99732.07315,"6,177,224",636.1,7,94,True,True,True
8,22,Massachusetts,42.2302,-71.5301,113214,6089.52945,11525766,3.093721782,167221.7771,"7,029,917",901.2,5,94,True,True,False
8,23,Michigan,43.3266,-84.5361,182131,5603.915226,8463228,2.485995837,84743.65858999999,"10,077,331",178,20,97,True,True,False
8,24,Minnesota,45.6945,-93.9002,16529,7659.081302,5597732,1.316837368,99257.04372,"5,706,494",71.7,32,99,True,True,True
8,25,Mississippi,32.7416,-89.6787,46461,7851.253415000001,1417243,2.183039822,47620.02843,"2,961,279",63.1,34,94,True,True,False
8,26,Missouri,38.4561,-92.2884,421917,6973.702990999999,3773583,1.4226436080000002,61484.76202,"6,154,913",89.5,30,96,True,True,False
8,27,Montana,46.9219,-110.4544,5405,8006.152821,831887,1.22592558,77835.34092,"1,084,225",7.4,50,101,True,True,True
8,28,Nebraska,41.1254,-98.2681,55292,9026.740998000001,1825632,0.99247483,94376.78091,"1,961,504",25.5,45,100,True,True,True
8,29,Nevada,38.3135,-117.0554,240267,7910.670758,2198483,1.39291885,71375.70305,"3,104,614",28.3,44,101,True,True,False
8,30,New Hampshire,43.4525,-71.5639,6811,3688.43085,1085829,1.6868719090000002,79857.33733,"1,377,529",153.8,23,98,True,True,True
8,31,New Jersey,40.2989,-74.521,438053,5816.223250999999,8191028,3.824176165,92218.56321000001,"9,288,994","1,263.00",2,95,True,True,True
8,32,New Mexico,34.8405,-106.2485,74863,7318.479475,2061985,1.765978522,98338.25267,"2,117,522",17.5,47,98,True,True,True
8,33,New York,42.1657,-74.9481,954019,5661.919687,26816135,3.566405949,137846.9217,"20,201,249",428.7,9,94,True,True,True
8,34,North Carolina,35.6301,-79.8064,108356,5747.227044,7406550,1.215712688,70618.71358,"10,439,388",214.7,17,95,True,True,False
8,35,North Dakota,47.5289,-99.78399999999999,2122,12392.43001,1273911,1.431627099,167166.3198,"779,094",11.3,49,105,True,True,True
8,36,Ohio,40.3888,-82.7649,131874,6524.052322,8033268,1.2515030759999999,68724.43559,"11,799,448",288.8,12,96,True,True,True
8,37,Oklahoma,35.5653,-96.9289,37453,8101.803122,2797914,0.843143493,70708.47877999999,"3,959,353",57.7,37,98,True,True,True
8,38,Oregon,44.571999999999996,-122.0709,115402,2912.628265,2786624,1.282082591,66069.17406,"4,237,256",44.1,41,98,True,True,False
8,39,Pennsylvania,40.5908,-77.2098,177462,5532.116923,7975747,2.453471445,31679.78038,"13,002,700",290.6,11,96,True,True,True
8,40,Rhode Island,41.6809,-71.5118,89838,9214.422657,2115967,1.9628332,199739.9376,"1,097,379","1,061.40",3,95,True,True,True
8,41,South Carolina,33.8569,-80.945,173906,6684.698354,3398114,1.6546766769999999,65999.27671,"5,118,425",170.2,21,94,True,True,True
8,42,South Dakota,44.2998,-99.4388,5241,11595.42829,381792,1.516864886,43156.96783,"886,667",11.7,48,102,True,True,True
8,45,Utah,40.15,-111.8624,54739,9392.200397,2349366,0.458636379,73281.24698,"3,271,616",39.7,42,101,True,True,True
8,46,Vermont,44.0459,-72.7107,2685,1381.274349,743851,1.809954751,119208.9925,"643,077",69.8,33,97,True,True,True
8,47,Virginia,37.7693,-78.17,350010,4544.738287,4500002,1.369365096,52720.894889999996,"8,631,393",218.6,16,97,True,True,True
8,49,West Virginia,38.4912,-80.9545,28189,5462.609931,1629977,1.587366443,90951.07712,"1,793,716",74.6,31,98,True,True,True
8,50,Wisconsin,44.2685,-89.6165,72020,9353.785719,5558502,1.0152069890000002,95466.98168,"5,893,718",108.8,27,99,True,True,True
8,51,Wyoming,42.756,-107.3025,1879,8059.831467,528137,1.048298926,91253.35416,"576,851",5.9,51,104,True,False,True
9,1,Alabama,32.3182,-86.9023,182167,8140.62696,1956786,1.327571089,39908.46766,"5,024,279",99.2,29,94,True,True,False
9,2,Alaska,61.3707,-152.4044,42569,6829.108256999999,1345573,0.448376636,183935.7798,"733,391",1.3,52,109,True,True,False
9,3,Arizona,33.7298,-111.4312,513280,8344.121636,5557364,1.652438071,41827.50889,"7,151,502",62.9,35,99,True,True,True
9,4,Arkansas,34.9697,-92.3731,27849,8342.026189,2158016,1.5928753580000001,71509.48173,"3,011,524",57.9,36,96,True,True,True
9,5,California,36.1162,-119.6816,2645555,6770.7200379999995,35353748,1.1104332959999998,89475.47193,"39,538,223",253.7,13,99,True,True,False
9,6,Colorado,39.0598,-105.3111,334866,6233.086566,4736803,1.445895912,82254.21342,"5,773,714",55.7,39,101,True,True,False
9,7,Connecticut,41.5978,-72.7554,189870,5777.76768,4619970,3.06999233,129581.9944,"3,605,944",744.7,6,95,False,False,False
9,8,Delaware,39.3185,-75.5071,44655,6621.214175,1044510,1.502908104,107265.2101,"989,948",508,8,94,True,True,False
9,9,District of Columbia,38.8974,-77.0268,8602,4457.250382,950762,2.584480402,134716.7336,"689,545","11,280.00",1,96,True,True,True
9,10,Florida,27.7663,-81.6868,1441893,6819.605809000001,16715694,1.55690904,77828.00395,"21,538,187",401.4,10,96,True,True,False
9,11,Georgia,33.0406,-83.6431,737395,7053.048559999999,5632471,1.529941831,53049.3228,"10,711,908",185.6,19,95,True,True,False
9,12,Hawaii,21.0943,-157.4983,11143,1653.256792,863028,1.31151743,60953.81503,"1,455,271",226.6,15,101,True,True,False
9,13,Idaho,44.2405,-114.4788,83169,8350.843422,559371,1.023888498,31301.09985,"1,839,106",22.3,46,101,True,True,True
9,15,Indiana,39.8494,-86.2583,185373,8296.818626999999,6061499,1.605199083,90037.16308,"6,785,528",189.4,18,97,True,True,True
9,17,Kansas,38.5266,-96.7265,235669,8363.259161,1051207,1.289154846,36082.85959,"2,937,880",35.9,43,99,False,False,False
9,18,Kentucky,37.6681,-84.6701,258616,6723.791109999999,3310799,0.957399708,74105.66977000001,"4,505,836",114.1,25,97,True,True,True
9,19,Louisiana,31.1695,-91.8678,53225,7344.506984000001,4399258,2.2941677819999997,94632.24225,"4,657,757",107.8,28,96,False,False,False
9,20,Maine,44.6939,-69.3819,16859,2158.811259,1173333,1.48867983,87287.79389,"1,362,359",44.2,40,96,True,True,True
9,21,Maryland,39.0639,-76.8021,287691,5017.863995000001,6085068,2.058912725,100651.5065,"6,177,224",636.1,7,94,True,True,True
9,22,Massachusetts,42.2302,-71.5301,120539,6197.095598,11635559,3.060858979,168814.7107,"7,029,917",901.2,5,94,True,True,False
9,23,Michigan,43.3266,-84.5361,133329,5632.933364,8515027,2.514429752,85262.33028,"10,077,331",178,20,97,True,True,True
9,24,Minnesota,45.6945,-93.9002,16136,7702.860754,5635581,1.319251496,99928.16907,"5,706,494",71.7,32,99,True,True,True
9,25,Mississippi,32.7416,-89.6787,49619,7958.875715000001,1420446,2.1725180269999997,47727.65073,"2,961,279",63.1,34,94,True,True,False
9,26,Missouri,38.4561,-92.2884,425814,7037.850383,3798436,1.418937221,61889.703629999996,"6,154,913",89.5,30,96,True,True,False
9,27,Montana,46.9219,-110.4544,5142,8056.116425,837136,1.2241295209999998,78326.46256,"1,084,225",7.4,50,101,True,True,True
9,28,Nebraska,41.1254,-98.2681,54490,9078.746573,1837671,0.9890673040000001,94999.14186,"1,961,504",25.5,45,100,True,True,True
9,29,Nevada,38.3135,-117.0554,242859,7996.6404299999995,2210776,1.400679634,71774.80621,"3,104,614",28.3,44,101,True,True,False
9,30,New Hampshire,43.4525,-71.5639,6635,3741.3097340000004,1085829,1.6944821209999998,79857.33733,"1,377,529",153.8,23,98,True,True,True
9,31,New Jersey,40.2989,-74.521,443935,5888.581532,8240865,3.7959218789999998,92779.65232000001,"9,288,994","1,263.00",2,95,True,True,True
9,32,New Mexico,34.8405,-106.2485,75421,7389.920684999999,2078816,1.7631038890000001,99140.94092000001,"2,117,522",17.5,47,98,True,True,True
9,33,New York,42.1657,-74.9481,970778,5753.620121,27074166,3.526450838,139173.3164,"20,201,249",428.7,9,94,True,True,True
9,34,North Carolina,35.6301,-79.8064,119840,5857.647593,7487537,1.208584613,71390.89466,"10,439,388",214.7,17,95,True,True,False
9,35,North Dakota,47.5289,-99.78399999999999,1984,12408.17676,1275907,1.429810275,167428.2407,"779,094",11.3,49,105,True,True,True
9,36,Ohio,40.3888,-82.7649,132414,6595.691713,8092160,1.245043626,69228.25538,"11,799,448",288.8,12,96,True,True,True
9,37,Oklahoma,35.5653,-96.9289,40268,8210.194111,2824791,0.842785687,71387.71045,"3,959,353",57.7,37,98,True,True,True
9,38,Oregon,44.571999999999996,-122.0709,117003,2951.250872,2786624,1.287798451,66069.17406,"4,237,256",44.1,41,98,True,True,False
9,39,Pennsylvania,40.5908,-77.2098,179161,5602.855931,8048586,2.4573491130000003,31877.101280000003,"13,002,700",290.6,11,96,True,True,True
9,40,Rhode Island,41.6809,-71.5118,89838,9214.422657,2115967,1.9628332,199739.9376,"1,097,379","1,061.40",3,95,False,True,False
9,41,South Carolina,33.8569,-80.945,181875,6799.445454000001,3434733,1.644748118,66710.50286000001,"5,118,425",170.2,21,94,True,True,False
9,42,South Dakota,44.2998,-99.4388,5040,11631.713459999999,383093,1.525738331,43304.030139999995,"886,667",11.7,48,102,True,True,True
9,45,Utah,40.15,-111.8624,54943,9473.704896,2362020,0.457653849,73675.94959,"3,271,616",39.7,42,101,True,True,True
9,46,Vermont,44.0459,-72.7107,2732,1408.6786789999999,752906,1.774744027,120660.1398,"643,077",69.8,33,97,True,False,True
9,47,Virginia,37.7693,-78.17,355501,4612.666201,4537960,1.366724661,53165.6013,"8,631,393",218.6,16,97,True,True,True
9,49,West Virginia,38.4912,-80.9545,28980,5567.51204,1649119,1.573493155,92019.18146,"1,793,716",74.6,31,98,True,True,True
9,50,Wisconsin,44.2685,-89.6165,72182,9414.172836,5585041,1.015627566,95922.78762,"5,893,718",108.8,27,99,True,True,True
9,51,Wyoming,42.756,-107.3025,1740,8072.2718780000005,528137,1.046683362,91253.35416,"576,851",5.9,51,104,True,False,True
10,1,Alabama,32.3182,-86.9023,184882,8196.712953,1966656,1.32719582,40109.76539,"5,024,279",99.2,29,94,True,True,False
10,2,Alaska,61.3707,-152.4044,42829,6864.649475,1352480,0.44605519899999996,184879.9459,"733,391",1.3,52,109,True,False,False
10,3,Arizona,33.7298,-111.4312,523401,8498.008646,5635119,1.63949003,42250.05588,"7,151,502",62.9,35,99,True,True,True
10,4,Arkansas,34.9697,-92.3731,31146,8452.371326999999,2158016,1.585017799,71509.48173,"3,011,524",57.9,36,96,True,True,False
10,5,California,36.1162,-119.6816,2687858,6878.534776,35826824,1.103955977,90672.7622,"39,538,223",253.7,13,99,True,True,False
10,6,Colorado,39.0598,-105.3111,336827,6271.306759,4770751,1.4420680719999999,82843.71779,"5,773,714",55.7,39,101,True,True,True
10,7,Connecticut,41.5978,-72.7554,189870,5777.76768,4619970,3.06999233,129581.9944,"3,605,944",744.7,6,95,False,False,False
10,8,Delaware,39.3185,-75.5071,45450,6703.164215999999,1052875,1.489130268,108124.2478,"989,948",508,8,94,True,True,False
10,9,District of Columbia,38.8974,-77.0268,8821,4504.575989,957350,2.5699097230000003,135650.2099,"689,545","11,280.00",1,96,True,True,True
10,10,Florida,27.7663,-81.6868,1454098,6876.934940000001,16817965,1.5512420359999999,78304.17609,"21,538,187",401.4,10,96,True,True,False
10,11,Georgia,33.0406,-83.6431,745587,7130.214177,5672290,1.51351637,53424.3573,"10,711,908",185.6,19,95,True,True,False
10,12,Hawaii,21.0943,-157.4983,11320,1665.828549,869572,1.3058594079999999,61416.003710000005,"1,455,271",226.6,15,101,True,True,False
10,13,Idaho,44.2405,-114.4788,83348,8375.017137,561307,1.024942038,31409.4339,"1,839,106",22.3,46,101,True,True,True
10,15,Indiana,39.8494,-86.2583,189778,8372.469761,6109153,1.594065853,90745.0129,"6,785,528",189.4,18,97,True,True,True
10,17,Kansas,38.5266,-96.7265,235669,8363.259161,1051207,1.289154846,36082.85959,"2,937,880",35.9,43,99,False,True,False
10,18,Kentucky,37.6681,-84.6701,261717,6796.021105,3310799,0.955458067,74105.66977000001,"4,505,836",114.1,25,97,True,True,True
10,19,Louisiana,31.1695,-91.8678,58583,7460.623121,4445919,2.269994724,95635.96493999999,"4,657,757",107.8,28,96,True,True,False
10,20,Maine,44.6939,-69.3819,17131,2179.566914,1173612,1.4745033790000002,87308.54953999999,"1,362,359",44.2,40,96,True,False,True
10,21,Maryland,39.0639,-76.8021,290975,5072.613832999999,6145245,2.045168485,101646.8784,"6,177,224",636.1,7,94,True,True,False
10,22,Massachusetts,42.2302,-71.5301,126118,6279.1557729999995,11717313,3.03864914,170000.84,"7,029,917",901.2,5,94,True,True,False
10,23,Michigan,43.3266,-84.5361,133329,5632.933364,8515027,2.514429752,85262.33028,"10,077,331",178,20,97,False,False,False
10,24,Minnesota,45.6945,-93.9002,16041,7741.143394,5670387,1.32280586,100545.337,"5,706,494",71.7,32,99,True,True,True
10,25,Mississippi,32.7416,-89.6787,51812,8033.267151999999,1422660,2.1611831919999998,47802.04217,"2,961,279",63.1,34,94,True,True,False
10,26,Missouri,38.4561,-92.2884,428578,7082.950707999999,3819153,1.4108223619999998,62227.25546,"6,154,913",89.5,30,96,True,True,False
10,27,Montana,46.9219,-110.4544,5031,8076.887809999999,842250,1.223298272,78804.95295,"1,084,225",7.4,50,101,True,True,True
10,28,Nebraska,41.1254,-98.2681,53537,9099.734906,1848089,0.999852295,95537.70456,"1,961,504",25.5,45,100,True,True,True
10,29,Nevada,38.3135,-117.0554,245102,8070.013337,2223317,1.3947837419999998,72181.96091000001,"3,104,614",28.3,44,101,True,True,False
10,30,New Hampshire,43.4525,-71.5639,6454,3794.924068,1091708,1.6841085269999998,80289.70862,"1,377,529",153.8,23,98,True,True,True
10,31,New Jersey,40.2989,-74.521,505269,6584.277075999999,8246511,3.394844296,92843.21772,"9,288,994","1,263.00",2,95,True,False,True
10,32,New Mexico,34.8405,-106.2485,75677,7447.293032,2093575,1.760407795,99844.81328999999,"2,117,522",17.5,47,98,True,True,True
10,33,New York,42.1657,-74.9481,985978,5837.450532,27321002,3.48998584,140442.1638,"20,201,249",428.7,9,94,True,True,True
10,34,North Carolina,35.6301,-79.8064,128531,5941.86698,7555356,1.2142403259999999,72037.52373,"10,439,388",214.7,17,95,True,True,False
10,35,North Dakota,47.5289,-99.78399999999999,1899,12428.90998,1278553,1.427425145,167775.4566,"779,094",11.3,49,105,True,False,True
10,36,Ohio,40.3888,-82.7649,133353,6647.7744219999995,8145652,1.238892499,69685.8783,"11,799,448",288.8,12,96,True,True,True
10,37,Oklahoma,35.5653,-96.9289,42956,8374.132638,2831278,0.8332277090000001,71551.64898,"3,959,353",57.7,37,98,True,True,True
10,38,Oregon,44.571999999999996,-122.0709,118209,2979.868114,2786624,1.276226697,66069.17406,"4,237,256",44.1,41,98,True,True,False
10,39,Pennsylvania,40.5908,-77.2098,185658,5654.316685,8106628,2.447555829,32044.07534,"13,002,700",290.6,11,96,True,True,False
10,40,Rhode Island,41.6809,-71.5118,89838,9214.422657,2115967,1.9628332,199739.9376,"1,097,379","1,061.40",3,95,False,True,False
